Timeline,Error_X,Error_Y,Error_Z,PID_X,PID_Y,PID_Z
4.904569387435913,0.27501262317531305,-3.630166625914133,-1.8778402144454418,-13,-13,13
4.958632707595825,0.16308988692845225,-3.968520581925671,-1.1587075981695918,13,13.158346119774876,-13
5.005346298217773,0.10783326899293327,-3.989830952738531,-0.6562138085249671,13,13,13
5.058186292648315,-0.1066504930452663,-3.9460682426748535,0.009097662037703458,13,13,-13
5.104763031005859,-0.21130997743639135,-4.120544560009631,0.569068846014936,13,13,-13
5.164270639419556,-1.03093008378442,-2.4416765142262578,-1.0419128556564416,13,-14.802245674365944,13
5.216015338897705,-1.3162546240744148,-2.737809618074783,0.7685419166513299,13,13,-13
5.2803874015808105,-1.986628943654719,-1.718165572890568,-0.4042584219340313,13,-13,13
5.362820386886597,-2.4319715350385698,-3.0529004376016085,1.7879153847150917,13,19.543886654950914,-13
5.4416422843933105,-2.7364428894426487,-2.2717639082165384,1.9151273467362273,13,-13,13
5.459059476852417,-2.889108433933255,-2.20622825863994,0.9046002150016079,13,13,13
5.5139100551605225,-3.0094515564049105,-3.4245483228055873,1.6270172249047619,13,24.717586240423447,-13
5.716782331466675,-3.008592757883322,-1.353866741047495,3.5888857896877155,13,-13,-13
5.766802787780762,-3.020437786162566,-0.7167140509538292,2.40690661978158,13,-13,13
5.815227746963501,-2.7661179633242785,-0.05029305387862325,3.4203143865488457,13,-13,-13
5.998214960098267,-2.382571998769055,0.05179504345150119,1.7305761170611618,13,13,13
6.0630011558532715,-1.5595110145170306,-1.5595110145170306,1.5183369556113604,-13,24.015792726739498,13
6.112029314041138,-1.4843703094997707,-1.5373835348390483,0.3601214933127821,13,13,13
6.222557544708252,-1.3392128885295707,-3.2676794480121525,-0.2645799838306857,13,19.77492277042703,13
6.272441864013672,-0.8479436201129802,-5.5646300069914325,0.3789642108060818,-13,46.082812363021986,-13
6.333533763885498,-0.6331514932960048,-6.225989684077381,0.6420475034995476,-13,20.75502352967129,13
6.372415542602539,-0.3182183494119582,-6.629548946082463,0.33405948525783913,-13,21.08991709047759,13
6.613154888153076,2.2669161472508743,-2.6539506114156577,-2.2019674550544863,-13,-13,13
6.664567947387695,2.511572655877853,-3.1667655226285976,-1.4243312578822795,-13,15.792628148186793,-13
6.71489691734314,2.6715846947253863,-3.271328197622922,-1.3374037054297858,-13,13,13
6.762544393539429,2.780399972099793,-2.780399972099793,-1.3323523257307315,-13,13,13
6.817389249801636,2.7767121923410074,-2.2867041583984764,-1.251004242816336,-13,13,13
6.858215808868408,2.820350449469877,-3.041554406291043,-2.2136128559531585,-13,22.127579138332614,13
6.9143805503845215,2.7579746196472787,-3.3647290359696798,-2.0544289420637654,-13,13.108225101364788,13
6.971884250640869,2.698869398083314,-3.4699749403928317,-1.9638382213005698,-13,13,13
7.063852071762085,2.433182621318503,-3.4285755118578902,-2.2120556587117193,-13,13,13
7.115118741989136,2.2103500731865977,-3.315525109779897,-2.166095808373065,13,13,13
7.165252685546875,1.8827849102849428,-3.21180955283902,-2.2980301197223767,13,13,13
7.215839147567749,1.608720620819019,-3.0510218670705536,-2.4072654628067767,13,13,13
7.264853000640869,1.3362635770022746,-2.7282048030463106,-2.637355171981625,13,13,13
7.3096606731414795,0.5513306713940103,-2.425854954133645,-2.024700531826163,13,13,13
7.364606857299805,0.11042505591964653,-2.208501118392931,-2.1140939548011772,13,13,13
7.410969257354736,-0.4928494516942378,-1.9166367565887024,-1.6061814617797197,13,13,13
7.46780800819397,-0.7640620232521134,-1.6372757641116715,-1.397841154187681,13,13,13
7.51202392578125,-0.9973205936369604,-1.2743540918694496,-2.3325371023100274,13,-13,13
7.563862323760986,-1.2061283122969082,-0.9868322555156521,-1.6770159697282523,13,13,13
7.611853361129761,-1.3728800929860987,-0.6589824446333273,-1.7796041843744348,13,13,13
7.6728150844573975,-1.4149800351195936,-0.38095616330142906,-1.2250976734439547,13,13,13
7.72064471244812,-1.3008399171755822,-0.32520997929389556,-0.9768711176054197,13,13,13
7.772846698760986,-1.293678120727062,-0.1078065100605885,-0.6411619090810348,13,13,13
7.8213183879852295,-1.176583923692853,0.10696217488116845,-0.16622337065725645,13,13,13
7.871993064880371,-1.118550121829699,0.42611433212559957,0.07767204483756274,13,-13,13
7.925941467285156,-0.9009617245321092,0.7949662275283317,0.3775329353751218,-13,-13,13
7.9828269481658936,-0.7393947401186314,1.1090921101779472,0.5843512404671216,-13,-13,13
8.076483488082886,0.2115090808881394,0.9517908639966273,0.5130710002107932,-13,13,13
8.12719988822937,0.8352539318782367,0.6786438196510673,1.2712079148114839,-13,13,-13
8.310677766799927,1.6738908689552257,0.2536198286295797,2.935538558344575,-13,13,-13
8.489022731781006,1.8551907281325106,2.4410404317533034,5.076590285550672,-13,-13,-13
8.528064727783203,1.847664980491097,5.737485992051301,5.299392024934626,-13,-67.99382474924771,-13
8.577471494674683,1.7192377777705272,6.041892761879281,4.7387857145187695,-13,-13,13
8.634113311767578,1.3953183721372087,6.110532181428466,5.871270046401385,13,-13,-13
8.677995920181274,1.170028784703802,6.045148720969644,5.154900717009276,13,-13,13
8.721476078033447,1.0808348293469896,5.649818426131992,4.730037135665299,13,13,13
9.072508811950684,-2.532824590694526,-1.5395600453241234,4.128869322914873,13,21.453446320960815,13
9.116816997528076,-2.508470273300149,-1.7706848988001054,4.666096912496705,13,13,-13
9.16569471359253,-2.3420890485736288,-1.0734574805962465,5.107287924055576,13,-13,-13
9.215364456176758,-2.3841663193336804,-0.5463714481806351,4.121101890616863,13,-13,13
9.347651481628418,-2.492729514877839,0.8797868876039431,5.013319524753555,13,-13,-13
9.422301292419434,-2.4944321359397756,-0.9163220091207337,2.729874429954137,13,23.230968313975026,13
9.47559642791748,-2.3978056940886203,-1.7345828425321934,2.6057147691553624,13,17.951164814010404,13
9.577030897140503,-2.206655507282019,-1.373030093419923,4.833612317949523,13,13,-13
9.617701530456543,-2.012293549075751,-1.7607568554412822,3.4042439322444977,13,13.67810766699565,13
9.670317888259888,-1.811532078744649,-2.264415098430811,3.3896225392297197,13,14.492586486933154,13
9.716224908828735,-1.5727529639551712,-2.2608323856855583,4.707903610951014,-13,13,-13
9.775536298751831,-1.264428093166135,-1.2138509694394894,3.1007358075239324,-13,-13,13
9.832458019256592,-0.8664687863506093,-1.8348750769777609,2.6601538444449773,-13,14.921734342378915,13
9.877278089523315,-0.4932243354538087,-2.022219775360616,4.512262261446516,-13,13,-13
9.922220706939697,0.39989799821331035,-0.8997704959799483,3.764344001253235,-14.643536515030483,-13.362134869306342,13
9.975355863571167,0.876505892554423,-1.443656764207285,1.9959335809572991,-13,13.881172084990371,13
10.022690296173096,1.3218311534498466,-1.830227750930557,2.8053827834201,-13,13,-13
10.071537017822266,1.7445144162871655,-2.2062976441278854,2.2770965199099678,-13,13.171041920734137,13
10.122054815292358,1.9982675597370447,-2.597747827658158,3.798724882395618,-13,13.828359376678307,-13
10.229268550872803,1.9698171631594268,-1.231135726974642,4.5988922861411154,-13,-13,-13
10.348276376724243,2.270354884288848,-0.5405606867354401,-0.8130772577370067,-13,13,13
10.373313426971436,2.0413090889911145,1.5932168499442845,3.9884701191462497,13,-62.14914514940744,-13
